0,1,2,3,4,5,6,7,8
53,Lahoti Overseas Ltd.,1.14,1.14,1.14,1.14,1.14,0.92,sangeetha-s
54,Lippi Systems Ltd.,5.03,5.03,5.03,5.03,5.03,0.62,sangeetha-s
55,Madhav Marbles And Granites Ltd.,8.09,8.09,8.09,8.09,8.09,3.16,sangeetha-s
56,Mayur Leather Products Ltd.,3.96,3.96,-,-,Filing Due,0,sangeetha-s
57,Medi-Caps Ltd.,5.57,5.57,5.57,5.57,5.57,2.61,sangeetha-s
58,Metal Coatings (India) Ltd.,1.15,1.15,1.15,1.15,1.15,0.66,sangeetha-s
59,Metroglobal Ltd.,-,1.03,1.03,1.03,1.03,1.06,sangeetha-s
60,MPDL Ltd.,1.25,1.25,1.25,1.25,1.25,0.21,sangeetha-s
61,MPS Pharmaa Ltd.,6.71,6.71,6.23,6.23,6.23,0.25,sangeetha-s
62,Mufin Green Finance Ltd.,2.41,2.41,2.05,2.05,2.05,12.37,sangeetha-s
63,Mukesh Babu Financial Services Ltd.,1.44,1.44,1.44,1.44,1.44,0.82,sangeetha-s
64,Nahar Capital And Financial Services Ltd.,1.45,1.45,1.45,1.45,1.45,6.90,sangeetha-s
65,National Plastic Industries Ltd.,1.36,1.36,1.36,1.36,1.36,0.52,sangeetha-s
66,National Steel & Agro Industries Ltd.,3.29,3.29,3.29,3.29,3.29,0.61,sangeetha-s
67,Natraj Proteins Ltd.,5.88,5.88,5.88,5.88,5.88,1.12,sangeetha-s
68,Natural Capsules Ltd.,3.50,3.50,3.50,3.50,3.50,15.37,sangeetha-s
69,Nitin Castings Ltd.,1.05,1.05,-,1.05,-,0,sangeetha-s
70,Omnitex Industries (India) Ltd.,1.18,1.18,-,-,-,0,sangeetha-s
71,Orient Beverages Ltd.,1.21,1.21,1.21,1.21,1.21,0.29,sangeetha-s
72,Oscar Global Ltd.,2.02,2.02,2.02,2.02,2.02,0.06,sangeetha-s
73,PAOS Industries Ltd,1.79,1.79,1.79,1.79,1.79,0.11,sangeetha-s
74,PBM Polytex Ltd.,1.35,1.35,1.35,1.35,1.35,0.86,sangeetha-s
75,Permanent Magnets Ltd.,1.12,1.12,1.12,1.12,1.12,9.44,sangeetha-s
76,PG Foils Ltd.,4.15,4.15,4.15,3.47,3.47,8.11,sangeetha-s
77,Pocl Enterprises Ltd.,2.77,2.77,2.77,2.77,2.77,2.09,sangeetha-s
78,Poddar Pigments Ltd.,1.35,1.35,1.35,1.35,1.35,4.03,sangeetha-s
79,Pondy Oxides & Chemicals Ltd.,-,2.01,2.01,2.01,2.01,8.59,sangeetha-s
80,Poona Dal & Oil Industries Ltd.,1.30,1.30,1.30,1.30,1.30,0.38,sangeetha-s
81,Prima Plastics Ltd.,1.72,1.72,1.72,1.72,1.72,2.42,sangeetha-s
82,Prime Urban Development India Ltd.,1.36,1.36,1.35,1.35,1.35,0.22,sangeetha-s
83,Priya Ltd.,1.37,1.37,1.37,1.37,1.37,0.08,sangeetha-s
84,Promact Impex Ltd.,3.62,3.62,3.61,3.61,3.61,0.06,sangeetha-s
85,Raj Packaging Industries Ltd.,1.94,1.94,1.94,1.94,1.94,0.46,sangeetha-s
86,Rajasthan Tube Manufacturing Company Ltd.,2.06,2.06,2.06,2.06,2.06,0.12,sangeetha-s
87,Rama Phosphates Ltd.,1.98,1.98,1.98,1.98,1.98,7.29,sangeetha-s
88,Rasandik Engineering Industries India Ltd.,1.59,1.59,1.59,1.59,1.59,0.78,sangeetha-s
89,Raunaq EPC International Ltd.,1.53,1.53,1.53,1.53,1.53,0.11,sangeetha-s
90,RDB Rasayans Ltd.,2.16,2.16,2.16,2.16,2.16,3.36,sangeetha-s
91,Remi Edelstahl Tubulars Ltd.,3.38,3.38,3.38,3.38,3.38,1.56,sangeetha-s
92,Remsons Industries Ltd.,1.06,1.06,1.06,1.06,1.06,1.33,sangeetha-s
93,Resonance Specialties Ltd.,-,1.57,1.57,1.57,1.57,1.58,sangeetha-s
94,Rexnord Electronics & Controls Ltd.,5.24,5.24,5.24,5.24,5.24,7.37,sangeetha-s
95,RTCL Ltd.,1.43,1.43,1.43,1.43,1.43,0.28,sangeetha-s
96,Samrat Pharmachem Ltd.,3.30,3.30,3.27,3.27,3.27,5.39,sangeetha-s
97,Sarup Industries Ltd.,1.77,1.77,1.77,1.77,1.77,0.13,sangeetha-s
98,Shree Bhavya Fabrics Ltd,1.70,1.70,1.70,1.70,1.70,0.23,sangeetha-s
99,Shreyans Industries Ltd.,1.44,1.44,1.44,1.44,1.44,3.25,sangeetha-s
100,Sicagen India Ltd.,2.38,2.38,2.38,2.38,2.38,2.29,sangeetha-s
101,SMIFS Capital Markets Ltd.,3.27,3.27,3.27,3.27,3.27,0.70,sangeetha-s
102,South Asian Enterprises Ltd.,1.45,1.45,1.25,1.25,1.25,0.17,sangeetha-s
103,Space Incubatrics Technologies Ltd.,1.19,1.19,-,1.19,1.19,0.06,sangeetha-s
104,Star Delta Transformers Ltd.,2.69,2.69,2.69,2.69,2.69,1.19,sangeetha-s
105,Sumedha Fiscal Services Ltd.,1.11,1.11,1.11,1.11,1.11,0.54,sangeetha-s
106,Super Tannery Ltd.,1.23,1.23,-,-,1.23,1.04,sangeetha-s
107,Suryaamba Spinning Mills Ltd.,1.71,1.71,1.71,1.71,1.71,0.99,sangeetha-s
108,Texmo Pipes And Products Ltd.,1.45,1.45,1.45,1.45,1.45,2.59,sangeetha-s
109,Tokyo Plast International Ltd.,2.62,2.62,2.62,2.62,2.62,2.36,sangeetha-s
110,Tyroon Tea Company Ltd.,1.19,1.19,1.19,1.19,1.19,0.41,sangeetha-s
111,Vallabh Steels Ltd.,2.68,2.68,2.68,2.68,2.68,0.07,sangeetha-s
112,Veejay Lakshmi Engineering Works Ltd.,4.68,4.68,1.95,4.68,4.68,0.90,sangeetha-s
113,Vinyoflex Ltd.,3.47,3.47,3.47,3.47,-,0,sangeetha-s
114,Vippy Spinpro Ltd.,2.35,2.35,2.35,2.35,2.35,2.60,sangeetha-s
115,Weizmann Ltd.,3.56,3.56,3.56,3.56,3.56,6.04,sangeetha-s
116,Yash Pakka Ltd.,2.59,2.40,2.40,2.40,2.40,9.95,sangeetha-s
117,Zodiac-JRD-MKJ Ltd.,3.67,3.67,3.67,3.67,3.67,0.61,sangeetha-s
118,Ansal Buildwell Ltd.,1.08,1.08,1.08,1.08,1.08,0.57,sangeetha-s
119,Murudeshwar Ceramics Ltd.,2.11,2.01,-,2.01,2.01,4.12,sangeetha-s
120,Roopa Industries Ltd.,9.51,9.51,9.51,9.51,9.51,3.74,sangeetha-s
121,Lotus Eye Hospital And Institute Ltd.,18.84,18.84,18.84,18.84,18.84,24.31,sangeetha-s
122,Nahar Poly Films Ltd.,2.40,2.40,2.40,2.40,2.40,16.17,sangeetha-s
123,RKB Agro Industries Ltd.,-,-,1.53,1.53,1.53,,sangeetha-s
124,Patspin India Ltd.,-,-,-,4.05,4.05,1.77,sangeetha-s
125,Kamdhenu Ventures Ltd.,-,-,-,-,1.02,,sangeetha-s
1,APL Apollo Tubes Ltd.,0.14,0.14,0.14,0.13,0.13,43.09,sanjay-gupta
2,Apollo Pipes Ltd.,1.23,1.23,1.23,1.23,1.23,28.59,sanjay-gupta
3,Jackson Investments Ltd.,2.53,2.53,2.53,2.53,2.53,,sanjay-gupta
4,Jagran Prakashan Ltd.,0.02,0.02,0.02,0.02,0.02,0.32,sanjay-gupta
5,KMG Milk Food Ltd.,1.54,1.54,1.54,1.54,1.54,0.30,sanjay-gupta
6,Paragon Finance Ltd.,15.07,15.07,15.07,15.07,15.07,2.44,sanjay-gupta
7,Prakash Woollen & Synthetic Mills Ltd.,1.18,1.18,1.18,1.18,1.18,0.29,sanjay-gupta
8,Roto Pumps Ltd.,5.41,5.41,5.41,5.41,5.41,53.17,sanjay-gupta
9,Surya India Ltd.,1.05,1.05,1.05,1.05,1.05,0.13,sanjay-gupta
10,CSL Finance Ltd.,5.79,5.79,5.79,5.79,5.79,27.01,sanjay-gupta
11,Sanco Industries Ltd.,-,21.30,-,-,21.30,2.34,sanjay-gupta
12,Bampsl Securities Ltd.,-,-,-,-,2.94,0.94,sanjay-gupta
1,Lehar Footwears Ltd.,2.56,2.56,2.56,2.56,2.24,3.33,sanjay-kumar-agarwal
2,Rich Universe Network Ltd.,1.65,1.65,1.65,1.65,1.65,0.07,sanjay-kumar-agarwal
3,Shyam Metalics And Energy Ltd.,0.01,0.01,0.01,0.01,0.01,0.75,sanjay-kumar-agarwal
4,SV Trading & Agencies Ltd.,1.17,1.17,1.17,1.17,1.17,,sanjay-kumar-agarwal
5,Tamilnadu Steel Tubes Ltd.,0.12,0.12,0.12,0.12,0.12,0.01,sanjay-kumar-agarwal
6,Thirdwave Financial Intermediaries Ltd.,4.53,4.53,4.53,4.53,4.53,0.30,sanjay-kumar-agarwal
7,Worldwide Aluminium Ltd.,0.01,0.01,0.01,0.01,0.01,0.00,sanjay-kumar-agarwal
8,Classic Leasing & Finance Ltd.,2.85,2.85,2.85,2.85,Filing Due,0.07,sanjay-kumar-agarwal
9,Rishab Special Yarns Ltd.,-,-,-,22.28,22.28,,sanjay-kumar-agarwal
1,ARC Finance Ltd.,3.57,3.57,3.57,3.57,3.57,1.17,sanjay-singal
2,Greencrest Financial Services Ltd.,8.83,8.83,8.83,8.83,8.83,2.74,sanjay-singal
3,JMJ Fintech Ltd.,14.12,14.12,14.12,14.12,14.12,2.99,sanjay-singal
4,Mukta Agriculture Ltd.,12.45,12.45,12.45,12.45,12.45,0.72,sanjay-singal
5,Mystic Electronics Ltd.,15.18,15.18,15.18,15.18,15.18,0.65,sanjay-singal
6,Premier Capital Services Ltd.,14.58,14.58,14.58,-,14.58,2.19,sanjay-singal
7,Voltaire Leasing & Finance Ltd.,6.57,6.57,6.57,6.57,6.57,0.39,sanjay-singal
8,Superspace Infrastructure Ltd.,13.86,13.86,-,-,Filing Due,,sanjay-singal
9,BJ Duplex Boards Ltd.,0.93,-,-,-,Filing Due,,sanjay-singal
10,Inland Printers Ltd.,-,2.03,-,-,-,0,sanjay-singal
11,Olympic Oil Industries Ltd.,-,1.18,-,-,-,0,sanjay-singal
12,Deep Diamond India Ltd.,-,-,4.24,-,-,0,sanjay-singal
1,Jayshree Chemicals Ltd.,3.25,3.25,3.25,3.25,3.25,0.66,sanjeev-vinodchandra-parekh
2,Kandagiri Spinning Mills Ltd.,1.86,1.86,1.86,1.86,1.86,0.12,sanjeev-vinodchandra-parekh
3,Sambandam Spinning Mills Ltd.,2.79,2.79,2.79,2.79,2.79,1.65,sanjeev-vinodchandra-parekh
4,Somany Ceramics Ltd.,1.04,1.04,1.04,1.57,1.57,35.46,sanjeev-vinodchandra-parekh
5,Talbros Automotive Components Ltd.,1.16,1.16,1.16,1.16,1.16,6.99,sanjeev-vinodchandra-parekh
6,AGI Greenpac Ltd.,-,-,-,1.51,1.51,40.42,sanjeev-vinodchandra-parekh
1,ABC India Ltd.,3.36,3.36,3.37,3.37,3.37,1.27,sanjiv-dhireshbhai-shah
2,Infomedia Press Ltd.,1.21,1.21,1.21,1.21,1.21,0.29,sanjiv-dhireshbhai-shah
3,Kanoria Chemicals & Industries Ltd.,3.23,3.23,3.23,3.24,1.32,6.78,sanjiv-dhireshbhai-shah
4,PDS Ltd.,6.21,6.21,6.31,6.32,6.31,296.47,sanjiv-dhireshbhai-shah
5,Pearl Global Industries Ltd.,8.13,8.19,7.92,7.92,7.92,74.83,sanjiv-dhireshbhai-shah
6,Vadilal Enterprises Ltd.,3.10,3.10,3.10,3.10,3.10,9.27,sanjiv-dhireshbhai-shah
7,Vadilal Industries Ltd.,1.63,1.63,-,-,-,0,sanjiv-dhireshbhai-shah
8,CL Educate Ltd.,1.19,1.19,1.10,-,-,0,sanjiv-dhireshbhai-shah
9,Phoenix Township Ltd.,1.23,1.23,1.23,1.23,1.23,1.02,sanjiv-dhireshbhai-shah
10,De Nora India Ltd.,1.07,1.27,-,-,-,0,sanjiv-dhireshbhai-shah
11,Bengal & Assam Company Ltd.,-,1.23,1.25,1.25,1.25,50.83,sanjiv-dhireshbhai-shah
1,Bengal Tea & Fabrics Ltd.,1.06,1.06,1.06,-,-,0,santosh-sitaram-goenka
2,Flex Foods Ltd.,2.08,2.11,2.11,2.11,2.11,2.32,santosh-sitaram-goenka
3,Hit Kit Global Solutions Ltd.,2.93,2.93,2.93,2.93,2.93,0.08,santosh-sitaram-goenka
4,Maral Overseas Ltd.,1.01,-,1.01,1.05,1.05,2.57,santosh-sitaram-goenka
5,Omax Autos Ltd.,2.86,2.86,-,-,-,0,santosh-sitaram-goenka
6,PBM Polytex Ltd.,2.43,2.52,2.40,2.34,2.34,1.49,santosh-sitaram-goenka
7,Star Paper Mills Ltd.,1.29,1.34,1.34,1.34,1.34,3.53,santosh-sitaram-goenka
8,Kallam Textiles Ltd.,1.10,-,-,-,-,0,santosh-sitaram-goenka
1,Indian Metals & Ferro Alloys Ltd.,-,-,-,-,-,0,seetha-kumari
2,Jindal Drilling & Industries Ltd.,1.51,2.64,4.93,4.38,-,0,seetha-kumari
3,Jindal Poly Films Ltd.,4.71,4.69,-,-,-,0,seetha-kumari
4,Star Paper Mills Ltd.,-,-,1.97,3.13,3.60,9.48,seetha-kumari
5,Summit Securities Ltd.,1.19,1.19,1.19,1.19,1.50,10.01,seetha-kumari
6,The Sandesh Ltd.,1.82,1.94,1.94,1.94,1.94,13.70,seetha-kumari
7,Hinduja Global Solutions Ltd.,4.65,3.47,-,-,-,0,seetha-kumari
8,Savita Oil Technologies Ltd.,-,-,-,-,-,0,seetha-kumari
9,Andhra Paper Ltd.,-,1.58,1.62,1.68,-,0,seetha-kumari
10,Huhtamaki India Ltd.,-,-,2.89,-,5.05,87.01,seetha-kumari
11,TV Today Network Ltd.,-,-,2.29,3.04,1.59,18.30,seetha-kumari
12,Asahi Songwon Colors Ltd.,-,-,-,1.87,1.67,4.11,seetha-kumari
13,Panasonic Carbon India Company Ltd.,-,-,-,1.57,1.57,2.72,seetha-kumari
14,Nilkamal Ltd.,-,-,-,-,2.11,64.82,seetha-kumari
15,Poddar Pigments Ltd.,-,-,-,-,1.13,3.37,seetha-kumari
16,Veto Switchgears And Cables Ltd.,-,-,-,-,1.68,2.95,seetha-kumari
17,Wim Plast Ltd.,-,-,-,-,1.09,5.77,seetha-kumari
1,Acrow India Ltd.,1.09,-,-,-,-,0,sharad-kanayalal-shah
2,Cenlub Industries Ltd.,1.00,1.00,1.00,1.00,1.00,1.19,sharad-kanayalal-shah
3,Diamines & Chemicals Ltd.,2.90,2.90,2.90,2.90,2.90,14.62,sharad-kanayalal-shah
4,Gopal Iron & Steels Company (Gujarat) Ltd.,-,-,-,-,-,0,sharad-kanayalal-shah
5,Gujarat Apollo Industries Ltd.,2.37,2.38,2.35,2.35,2.35,5.45,sharad-kanayalal-shah
6,Hilton Metal Forging Ltd.,1.17,-,-,-,-,0,sharad-kanayalal-shah
7,Indo-National Ltd.,3.88,1.11,1.11,1.11,4.01,9.83,sharad-kanayalal-shah
8,Jain Irrigation Systems Ltd.,-,-,-,-,-,0,sharad-kanayalal-shah
9,JostS Engineering Company Ltd.,11.86,11.86,11.86,11.96,12.24,15.51,sharad-kanayalal-shah
10,Laffans Petrochemicals Ltd.,1.06,-,-,1.06,1.06,0.33,sharad-kanayalal-shah
11,Mazda Ltd.,2.28,2.28,2.28,2.48,2.48,6.60,sharad-kanayalal-shah
12,MM Rubber Company Ltd.,1.60,1.60,1.60,1.60,1.60,1.25,sharad-kanayalal-shah
13,Oriental Trimex Ltd.,-,1.01,-,-,-,0,sharad-kanayalal-shah
14,RIR Power Electronics Ltd.,1.15,1.15,1.15,1.15,1.15,2.55,sharad-kanayalal-shah
15,Samrat Pharmachem Ltd.,1.13,1.13,1.13,1.13,1.13,1.86,sharad-kanayalal-shah
16,Shree Digvijay Cement Company Ltd.,1.46,1.46,1.46,1.46,1.45,15.13,sharad-kanayalal-shah
17,Somi Conveyor Beltings Ltd.,-,-,-,-,-,0,sharad-kanayalal-shah
18,Veljan Denison Ltd.,1.01,1.01,1.01,1.01,1.01,2.90,sharad-kanayalal-shah
19,WEP Solutions Ltd.,7.18,7.18,7.15,7.15,7.15,5.03,sharad-kanayalal-shah
20,WH Brady & Company Ltd.,1.09,1.09,1.09,1.09,1.09,0.73,sharad-kanayalal-shah
21,Brahmaputra Infrastructure Ltd.,3.10,3.10,3.10,2.24,2.24,1.97,sharad-kanayalal-shah
22,SPEL Semiconductor Ltd.,-,1.08,2.18,1.10,-,0,sharad-kanayalal-shah
23,Prevest Denpro Ltd.,1.04,1.06,1.06,1.10,1.10,5.33,sharad-kanayalal-shah
24,Barak Valley Cements Ltd.,-,1.31,-,1.31,1.44,1.30,sharad-kanayalal-shah
25,High Energy Batteries (India) Ltd.,-,-,1.00,1.00,1.00,3.27,sharad-kanayalal-shah
26,Jyoti Ltd.,-,-,1.46,1.73,1.89,0.72,sharad-kanayalal-shah
27,Krishna Defence and Allied Industries Ltd.,-,-,1.05,-,Filing Due,,sharad-kanayalal-shah
28,Aspinwall And Company Ltd.,-,-,-,1.16,1.18,1.89,sharad-kanayalal-shah
29,Insolation Energy Ltd.,-,-,-,-,1.05,,sharad-kanayalal-shah
30,The Sandesh Ltd.,-,-,-,-,1.06,7.49,sharad-kanayalal-shah
1,Datamatics Global Services Ltd.,1.69,1.69,1.69,1.69,1.69,34.49,shaunak-jagdish-shah
2,Jayshree Chemicals Ltd.,3.03,3.03,3.03,3.03,3.03,0.62,shaunak-jagdish-shah
3,JL Morison (India) Ltd.,1.99,1.99,1.99,1.99,1.99,5.60,shaunak-jagdish-shah
4,United Van Der Horst Ltd.,1.12,1.12,1.12,1.12,1.12,0.65,shaunak-jagdish-shah
1,Astrazeneca Pharma India Ltd.,2.06,2.18,1.72,2.39,2.39,190.50,shivani-tejas-trivedi
2,Atul Ltd.,1.77,1.75,1.21,1.02,1.01,204.83,shivani-tejas-trivedi
3,Centum Electronics Ltd.,3.25,3.25,3.25,3.25,3.17,31.02,shivani-tejas-trivedi
4,KG Denim Ltd.,4.95,4.95,4.95,4.95,4.95,3.67,shivani-tejas-trivedi
5,Nocil Ltd.,1.29,1.63,1.53,1.33,1.33,47.19,shivani-tejas-trivedi
6,Rico Auto Industries Ltd.,-,-,-,-,-,0,shivani-tejas-trivedi
7,Cosmo Ferrites Ltd.,1.49,2.83,2.98,2.98,-,0,shivani-tejas-trivedi
8,ABM Knowledgeware Ltd.,-,-,2.59,2.83,2.84,4.69,shivani-tejas-trivedi
9,Control Print Ltd.,-,-,1.15,-,-,0,shivani-tejas-trivedi
10,OSIA Hyper Retail Ltd.,-,-,-,-,1.67,5.42,shivani-tejas-trivedi
11,Precot Ltd.,-,-,-,-,1.66,3.58,shivani-tejas-trivedi
12,Sambandam Spinning Mills Ltd.,-,-,-,-,4.23,2.50,shivani-tejas-trivedi
1,Colinz Laboratories Ltd.,0.07,0.12,0.12,0.12,0.12,0.01,subramanian-p
2,Tamboli Capital Ltd.,0.03,0.03,-,-,-,0,subramanian-p
1,Allied Computers International (Asia) Ltd.,6.32,6.32,6.32,6.32,6.32,,sumpoorna-portfolio-limited
2,Sanguine Media Ltd.,8.81,8.81,8.81,8.81,8.81,,sumpoorna-portfolio-limited
3,Yantra Natural Resources Ltd.,2.78,2.78,2.78,-,Filing Due,,sumpoorna-portfolio-limited
4,Unisys Softwares & Holding Industries Ltd.,3.05,3.05,3.05,3.05,3.05,,sumpoorna-portfolio-limited
1,Abhinav Leasing & Finance Ltd.,0.34,0.34,0.34,0.34,0.34,0.03,sunil-kumar
2,AMS Polymers Ltd.,4.61,4.61,4.61,4.61,4.61,0.37,sunil-kumar
3,Kamdhenu Ltd.,5.74,5.74,9.95,9.95,9.95,92.69,sunil-kumar
4,Oriental Trimex Ltd.,0.32,0.32,0.31,0.31,0.31,0.06,sunil-kumar
5,Padam Cotton Yarns Ltd.,1.55,1.55,1.55,1.55,1.55,0.11,sunil-kumar
6,Tridev InfraEstates Ltd.,5.11,5.11,5.11,5.11,5.11,0.06,sunil-kumar
7,Worldwide Aluminium Ltd.,0.03,0.03,0.03,0.03,0.03,0.00,sunil-kumar
8,Sarthak Metals Ltd.,2.34,2.34,2.34,2.34,2.34,5.60,sunil-kumar
9,Shri Niwas Leasing And Finance Ltd.,1.36,1.36,1.36,1.36,1.36,0.08,sunil-kumar
10,Bampsl Securities Ltd.,7.42,8.47,-,10.63,11.92,3.83,sunil-kumar
11,Mahamaya Investments Ltd.,7.68,7.68,7.68,7.68,7.68,0.46,sunil-kumar
12,SPV Global Trading Ltd.,-,5.97,5.97,5.97,5.97,,sunil-kumar
13,Touchwood Entertainment Ltd.,-,3.43,-,-,3.32,5.75,sunil-kumar
14,Tarini International Ltd.,-,-,1.02,-,-,0,sunil-kumar
15,IM+ Capitals Ltd.,-,-,-,-,3.03,12.08,sunil-kumar
16,Kamdhenu Ventures Ltd.,-,-,-,-,9.95,,sunil-kumar
1,Zenith Steel Pipes & Industries Ltd.,1.86,1.86,1.86,1.86,1.86,1.15,sunil-talwar
2,Birla Precision Technologies Ltd.,1.35,1.35,-,1.35,1.35,3.05,sunil-talwar
3,Gennex Laboratories Ltd.,-,3.56,-,2.52,2.52,2.75,sunil-talwar
1,Bansisons Tea Industries Ltd.,0.32,0.32,0.32,0.32,0.32,0.02,suresh-kumar-agarwal
2,Caplin Point Laboratories Ltd.,1.32,1.32,1.32,1.32,1.32,67.98,suresh-kumar-agarwal
3,Heranba Industries Ltd.,1.06,1.06,1.06,-,-,0,suresh-kumar-agarwal
4,NIIT Ltd.,2.33,2.32,2.32,2.31,2.31,112.21,suresh-kumar-agarwal
5,Rupa & Company Ltd.,1.35,1.35,1.35,1.35,1.35,26.07,suresh-kumar-agarwal
6,Shaily Engineering Plastics Ltd.,-,4.43,4.43,4.43,4.43,47.04,suresh-kumar-agarwal
7,Stylam Industries Ltd.,1.35,1.35,1.24,1.24,2.48,48.78,suresh-kumar-agarwal
8,Worldwide Aluminium Ltd.,0.04,0.04,0.04,0.04,0.04,0.00,suresh-kumar-agarwal
9,Kretto Syscon Ltd.,1.83,1.83,1.83,1.83,1.83,0.16,suresh-kumar-agarwal
10,SSPN Finance Ltd.,1.27,-,1.27,-,-,0,suresh-kumar-agarwal
11,Fineotex Chemical Ltd.,-,1.35,1.26,1.26,1.26,33.39,suresh-kumar-agarwal
12,Repro India Ltd.,-,1.34,1.34,1.34,1.34,6.87,suresh-kumar-agarwal
13,Jindal Drilling & Industries Ltd.,-,-,-,-,3.94,34.47,suresh-kumar-agarwal
1,21st Century Management Services Ltd.,7.81,7.81,7.81,7.81,7.81,1.53,vanaja-sundar-iyer
2,Automotive Axles Ltd.,1.04,1.04,-,-,-,0,vanaja-sundar-iyer
3,Greenply Industries Ltd.,-,-,-,-,-,0,vanaja-sundar-iyer
4,HLE Glascoat Ltd.,1.87,1.87,1.62,1.31,1.31,53.15,vanaja-sundar-iyer
5,Prince Pipes and Fittings Ltd.,-,-,-,-,-,0,vanaja-sundar-iyer
6,Olectra Greentech Ltd.,-,-,-,-,-,0,vanaja-sundar-iyer
7,AMI Organics Ltd.,2.47,2.33,2.20,2.20,2.20,85.48,vanaja-sundar-iyer
8,Eveready Industries India Ltd.,1.45,1.45,1.38,1.17,-,0,vanaja-sundar-iyer
9,Genesys International Corporation Ltd.,2.04,2.05,1.75,1.75,1.03,11.42,vanaja-sundar-iyer
10,Ethos Ltd.,-,2.11,2.11,2.11,1.72,,vanaja-sundar-iyer
11,Hariom Pipe Industries Ltd.,-,2.56,2.95,2.95,3.26,48.15,vanaja-sundar-iyer
12,Jagsonpal Pharmaceuticals Ltd.,-,1.78,2.15,2.15,2.15,19.31,vanaja-sundar-iyer
13,Vadilal Industries Ltd.,-,1.48,1.48,1.48,1.48,19.84,vanaja-sundar-iyer
14,LG Balakrishnan & Bros Ltd.,-,-,1.03,-,-,0,vanaja-sundar-iyer
15,Vesuvius India Ltd.,-,-,-,1.11,1.13,38.72,vanaja-sundar-iyer
16,Knowledge Marine & Engineering Works Ltd.,-,-,-,-,2.34,27.85,vanaja-sundar-iyer
1,Benares Hotels Ltd.,1.58,1.58,1.58,1.58,1.58,7.63,vinodchandra-mansukhlal-parekh
2,Garware Technical Fibres Ltd.,1.17,1.17,1.17,1.14,1.14,67.78,vinodchandra-mansukhlal-parekh
3,Jayshree Chemicals Ltd.,2.93,2.93,2.93,2.93,2.93,0.60,vinodchandra-mansukhlal-parekh
4,Kandagiri Spinning Mills Ltd.,2.04,2.04,2.04,2.04,2.04,0.13,vinodchandra-mansukhlal-parekh
5,Ras Resorts & Apart Hotels Ltd.,2.79,2.79,2.79,2.79,2.79,0.32,vinodchandra-mansukhlal-parekh
6,Sambandam Spinning Mills Ltd.,3.20,3.20,3.20,3.20,3.20,1.89,vinodchandra-mansukhlal-parekh
7,Shri Dinesh Mills Ltd.,1.03,1.03,1.03,1.03,1.03,2.90,vinodchandra-mansukhlal-parekh
8,SIL Investments Ltd.,1.10,1.10,1.10,1.10,1.10,3.65,vinodchandra-mansukhlal-parekh
9,Sutlej Textiles And Industries Ltd.,1.10,1.10,1.10,1.10,1.10,9.26,vinodchandra-mansukhlal-parekh
10,WH Brady & Company Ltd.,1.56,1.56,1.56,1.56,1.56,1.04,vinodchandra-mansukhlal-parekh
